Date,USD,EUR
10.2.1993,"65,09",
11.2.1993,"65,41",
12.2.1993,"65,17",
15.2.1993,"65,48",
16.2.1993,"65,17",
17.2.1993,"64,55",
18.2.1993,"64,74",
19.2.1993,"64,67",
22.2.1993,"64,58",
23.2.1993,"64,40",
24.2.1993,"64,47",
25.2.1993,"64,56",
26.2.1993,"65,10",
1.3.1993,"65,23",
2.3.1993,"65,12",
3.3.1993,"64,65",
4.3.1993,"65,04",
5.3.1993,"64,88",
8.3.1993,"65,51",
9.3.1993,"65,46",
10.3.1993,"65,63",
11.3.1993,"65,62",
12.3.1993,"65,66",
15.3.1993,"65,72",
16.3.1993,"65,44",
17.3.1993,"65,44",
18.3.1993,"65,51",
19.3.1993,"64,90",
22.3.1993,"64,71",
23.3.1993,"64,57",
24.3.1993,"64,43",
25.3.1993,"64,78",
26.3.1993,"64,93",
29.3.1993,"64,48",
30.3.1993,"64,51",
31.3.1993,"64,12",
1.4.1993,"64,00",
2.4.1993,"63,36",
5.4.1993,"63,55",
6.4.1993,"63,66",
7.4.1993,"63,72",
13.4.1993,"63,10",
14.4.1993,"62,93",
15.4.1993,"63,33",
16.4.1993,"63,47",
19.4.1993,"63,61",
20.4.1993,"62,91",
21.4.1993,"63,19",
23.4.1993,"62,94",
26.4.1993,"62,29",
27.4.1993,"62,31",
28.4.1993,"62,90",
29.4.1993,"62,59",
30.4.1993,"62,63",
3.5.1993,"62,66",
4.5.1993,"62,40",
5.5.1993,"62,23",
6.5.1993,"62,47",
7.5.1993,"62,26",
10.5.1993,"62,60",
11.5.1993,"63,31",
12.5.1993,"63,53",
13.5.1993,"63,47",
14.5.1993,"63,47",
17.5.1993,"63,29",
18.5.1993,"63,88",
19.5.1993,"63,61",
21.5.1993,"63,58",
24.5.1993,"64,06",
25.5.1993,"64,02",
26.5.1993,"63,81",
27.5.1993,"63,62",
28.5.1993,"62,98",
1.6.1993,"62,84",
2.6.1993,"62,87",
3.6.1993,"63,05",
4.6.1993,"63,02",
7.6.1993,"63,78",
8.6.1993,"63,58",
9.6.1993,"63,79",
10.6.1993,"64,05",
11.6.1993,"63,77",
14.6.1993,"63,57",
15.6.1993,"63,63",
16.6.1993,"64,15",
18.6.1993,"64,80",
21.6.1993,"65,65",
22.6.1993,"65,47",
23.6.1993,"65,90",
24.6.1993,"66,13",
25.6.1993,"66,03",
28.6.1993,"71,36",
29.6.1993,"71,08",
30.6.1993,"70,74",
1.7.1993,"71,47",
2.7.1993,"70,91",
5.7.1993,"71,12",
6.7.1993,"71,28",
7.7.1993,"71,13",
8.7.1993,"71,28",
9.7.1993,"71,87",
12.7.1993,"72,49",
13.7.1993,"72,06",
14.7.1993,"72,22",
15.7.1993,"71,95",
16.7.1993,"72,17",
19.7.1993,"71,83",
20.7.1993,"71,58",
21.7.1993,"71,37",
22.7.1993,"71,68",
23.7.1993,"72,01",
26.7.1993,"72,22",
27.7.1993,"72,07",
28.7.1993,"72,02",
29.7.1993,"71,95",
30.7.1993,"72,68",
3.8.1993,"72,06",
4.8.1993,"71,71",
5.8.1993,"71,93",
6.8.1993,"71,99",
9.8.1993,"71,88",
10.8.1993,"72,17",
11.8.1993,"72,34",
12.8.1993,"72,43",
13.8.1993,"72,47",
16.8.1993,"72,23",
17.8.1993,"71,57",
18.8.1993,"71,43",
19.8.1993,"71,09",
20.8.1993,"71,23",
23.8.1993,"70,94",
24.8.1993,"71,20",
25.8.1993,"71,21",
26.8.1993,"71,19",
27.8.1993,"70,79",
30.8.1993,"70,74",
31.8.1993,"70,73",
1.9.1993,"70,78",
2.9.1993,"70,45",
3.9.1993,"70,36",
6.9.1993,"69,35",
7.9.1993,"69,32",
8.9.1993,"69,31",
9.9.1993,"69,28",
10.9.1993,"68,93",
13.9.1993,"68,60",
14.9.1993,"68,95",
15.9.1993,"68,60",
16.9.1993,"68,37",
17.9.1993,"69,04",
20.9.1993,"69,14",
21.9.1993,"68,71",
22.9.1993,"69,43",
23.9.1993,"69,46",
24.9.1993,"70,22",
27.9.1993,"69,57",
28.9.1993,"69,60",
29.9.1993,"69,13",
30.9.1993,"69,26",
1.10.1993,"70,02",
4.10.1993,"69,82",
5.10.1993,"69,27",
6.10.1993,"69,59",
7.10.1993,"69,36",
8.10.1993,"69,42",
11.10.1993,"68,80",
12.10.1993,"68,69",
13.10.1993,"68,78",
14.10.1993,"68,88",
15.10.1993,"69,53",
18.10.1993,"69,75",
19.10.1993,"70,15",
20.10.1993,"70,33",
21.10.1993,"70,24",
22.10.1993,"70,85",
25.10.1993,"70,96",
26.10.1993,"71,14",
27.10.1993,"70,99",
28.10.1993,"71,15",
29.10.1993,"71,08",
1.11.1993,"71,45",
2.11.1993,"71,62",
3.11.1993,"71,55",
4.11.1993,"71,34",
5.11.1993,"71,53",
8.11.1993,"71,29",
9.11.1993,"71,19",
10.11.1993,"71,41",
11.11.1993,"71,30",
12.11.1993,"71,48",
15.11.1993,"71,17",
16.11.1993,"71,37",
17.11.1993,"71,79",
18.11.1993,"71,71",
19.11.1993,"72,00",
22.11.1993,"72,02",
23.11.1993,"71,87",
24.11.1993,"71,76",
25.11.1993,"71,93",
26.11.1993,"72,06",
29.11.1993,"72,20",
30.11.1993,"72,06",
1.12.1993,"72,26",
2.12.1993,"72,40",
3.12.1993,"72,40",
6.12.1993,"72,01",
7.12.1993,"71,60",
8.12.1993,"71,80",
9.12.1993,"71,77",
10.12.1993,"71,64",
13.12.1993,"71,58",
14.12.1993,"71,91",
15.12.1993,"72,07",
16.12.1993,"72,05",
17.12.1993,"71,93",
20.12.1993,"72,07",
21.12.1993,"71,91",
22.12.1993,"71,83",
23.12.1993,"71,54",
24.12.1993,"71,54",
27.12.1993,"71,74",
28.12.1993,"71,68",
29.12.1993,"71,84",
30.12.1993,"72,55",
31.12.1993,"72,73",
4.1.1994,"73,01",
5.1.1994,"72,79",
6.1.1994,"72,92",
7.1.1994,"72,99",
10.1.1994,"72,74",
11.1.1994,"73,08",
12.1.1994,"72,95",
13.1.1994,"72,94",
14.1.1994,"73,24",
17.1.1994,"73,33",
18.1.1994,"73,30",
19.1.1994,"73,10",
20.1.1994,"73,26",
21.1.1994,"72,98",
24.1.1994,"73,43",
25.1.1994,"73,34",
26.1.1994,"73,14",
27.1.1994,"73,09",
28.1.1994,"72,80",
31.1.1994,"72,98",
1.2.1994,"72,74",
2.2.1994,"72,70",
3.2.1994,"72,89",
4.2.1994,"73,08",
7.2.1994,"73,61",
8.2.1994,"73,61",
9.2.1994,"73,73",
10.2.1994,"73,80",
11.2.1994,"73,63",
14.2.1994,"73,40",
15.2.1994,"72,88",
16.2.1994,"72,78",
17.2.1994,"72,72",
18.2.1994,"72,60",
21.2.1994,"72,81",
22.2.1994,"73,00",
23.2.1994,"73,03",
24.2.1994,"73,04",
25.2.1994,"72,75",
28.2.1994,"72,57",
1.3.1994,"72,24",
2.3.1994,"72,20",
3.3.1994,"72,47",
4.3.1994,"72,66",
7.3.1994,"72,88",
8.3.1994,"72,74",
9.3.1994,"72,52",
10.3.1994,"72,20",
11.3.1994,"71,80",
14.3.1994,"71,96",
15.3.1994,"72,23",
16.3.1994,"72,30",
17.3.1994,"72,06",
18.3.1994,"72,22",
21.3.1994,"72,43",
22.3.1994,"72,16",
23.3.1994,"72,25",
24.3.1994,"72,03",
25.3.1994,"71,42",
28.3.1994,"71,58",
29.3.1994,"71,38",
30.3.1994,"71,69",
5.4.1994,"72,09",
6.4.1994,"72,72",
7.4.1994,"72,57",
8.4.1994,"72,63",
11.4.1994,"72,36",
12.4.1994,"72,70",
13.4.1994,"72,62",
14.4.1994,"72,46",
15.4.1994,"72,49",
18.4.1994,"72,46",
19.4.1994,"72,19",
20.4.1994,"72,07",
22.4.1994,"71,88",
25.4.1994,"71,51",
26.4.1994,"71,66",
27.4.1994,"71,32",
28.4.1994,"71,29",
29.4.1994,"70,87",
2.5.1994,"70,63",
3.5.1994,"70,41",
4.5.1994,"70,52",
5.5.1994,"71,23",
6.5.1994,"71,30",
9.5.1994,"70,99",
10.5.1994,"71,18",
11.5.1994,"71,46",
13.5.1994,"71,45",
16.5.1994,"71,53",
17.5.1994,"71,42",
18.5.1994,"71,11",
19.5.1994,"70,82",
20.5.1994,"70,83",
24.5.1994,"70,77",
25.5.1994,"70,90",
26.5.1994,"70,65",
27.5.1994,"70,74",
30.5.1994,"70,70",
31.5.1994,"70,62",
1.6.1994,"70,71",
2.6.1994,"70,78",
3.6.1994,"71,21",
6.6.1994,"71,50",
7.6.1994,"71,48",
8.6.1994,"71,27",
9.6.1994,"71,36",
10.6.1994,"71,30",
13.6.1994,"70,93",
14.6.1994,"70,59",
15.6.1994,"70,55",
16.6.1994,"70,26",
20.6.1994,"69,47",
21.6.1994,"69,41",
22.6.1994,"69,30",
23.6.1994,"69,60",
24.6.1994,"69,08",
27.6.1994,"68,63",
28.6.1994,"68,96",
29.6.1994,"68,68",
30.6.1994,"69,22",
1.7.1994,"69,47",
4.7.1994,"69,26",
5.7.1994,"69,01",
6.7.1994,"68,70",
7.7.1994,"68,82",
8.7.1994,"68,69",
11.7.1994,"67,90",
12.7.1994,"67,16",
13.7.1994,"67,29",
14.7.1994,"67,64",
15.7.1994,"68,06",
18.7.1994,"67,67",
19.7.1994,"67,97",
20.7.1994,"68,75",
21.7.1994,"68,25",
22.7.1994,"69,28",
25.7.1994,"69,11",
26.7.1994,"69,20",
27.7.1994,"68,79",
28.7.1994,"68,80",
29.7.1994,"69,28",
2.8.1994,"68,84",
3.8.1994,"69,11",
4.8.1994,"68,68",
5.8.1994,"69,18",
8.8.1994,"68,98",
9.8.1994,"69,15",
10.8.1994,"68,92",
11.8.1994,"69,11",
12.8.1994,"68,23",
15.8.1994,"68,34",
16.8.1994,"68,47",
17.8.1994,"68,52",
18.8.1994,"68,28",
19.8.1994,"67,81",
22.8.1994,"67,70",
23.8.1994,"67,60",
24.8.1994,"67,96",
25.8.1994,"68,09",
26.8.1994,"67,90",
29.8.1994,"68,86",
30.8.1994,"68,95",
31.8.1994,"68,92",
1.9.1994,"68,91",
2.9.1994,"68,77",
5.9.1994,"68,13",
6.9.1994,"67,87",
7.9.1994,"67,85",
8.9.1994,"68,04",
9.9.1994,"68,31",
12.9.1994,"67,62",
13.9.1994,"67,71",
14.9.1994,"67,55",
15.9.1994,"67,79",
16.9.1994,"67,85",
19.9.1994,"67,65",
20.9.1994,"67,96",
21.9.1994,"67,71",
22.9.1994,"67,68",
23.9.1994,"67,67",
26.9.1994,"67,92",
27.9.1994,"67,82",
28.9.1994,"67,59",
29.9.1994,"67,76",
30.9.1994,"67,71",
3.10.1994,"68,07",
4.10.1994,"67,82",
5.10.1994,"67,78",
6.10.1994,"67,77",
7.10.1994,"67,69",
10.10.1994,"68,07",
11.10.1994,"67,94",
12.10.1994,"67,87",
13.10.1994,"67,74",
14.10.1994,"67,27",
17.10.1994,"66,70",
18.10.1994,"66,59",
19.10.1994,"66,48",
20.10.1994,"66,48",
21.10.1994,"66,14",
24.10.1994,"66,50",
25.10.1994,"66,14",
26.10.1994,"66,29",
27.10.1994,"66,17",
28.10.1994,"66,12",
31.10.1994,"66,59",
1.11.1994,"66,15",
2.11.1994,"65,99",
3.11.1994,"66,64",
4.11.1994,"66,95",
7.11.1994,"66,70",
8.11.1994,"66,67",
9.11.1994,"67,03",
10.11.1994,"67,16",
11.11.1994,"67,16",
14.11.1994,"67,71",
15.11.1994,"67,64",
16.11.1994,"68,08",
17.11.1994,"67,94",
18.11.1994,"68,12",
21.11.1994,"68,31",
22.11.1994,"68,06",
23.11.1994,"67,91",
24.11.1994,"68,29",
25.11.1994,"68,27",
28.11.1994,"68,52",
29.11.1994,"68,44",
30.11.1994,"68,63",
1.12.1994,"68,54",
2.12.1994,"68,79",
5.12.1994,"68,90",
6.12.1994,"68,80",
7.12.1994,"68,64",
8.12.1994,"68,76",
9.12.1994,"69,04",
12.12.1994,"69,03",
13.12.1994,"68,88",
14.12.1994,"68,87",
15.12.1994,"68,86",
16.12.1994,"68,83",
19.12.1994,"68,98",
20.12.1994,"68,94",
21.12.1994,"68,88",
22.12.1994,"69,11",
23.12.1994,"69,07",
27.12.1994,"69,15",
28.12.1994,"69,16",
29.12.1994,"68,61",
30.12.1994,"68,30",
3.1.1995,"68,56",
4.1.1995,"68,66",
5.1.1995,"68,56",
6.1.1995,"68,43",
9.1.1995,"68,74",
10.1.1995,"68,18",
11.1.1995,"68,10",
12.1.1995,"68,13",
13.1.1995,"67,82",
16.1.1995,"67,94",
17.1.1995,"67,85",
18.1.1995,"67,76",
19.1.1995,"68,01",
20.1.1995,"67,35",
23.1.1995,"67,30",
24.1.1995,"67,21",
25.1.1995,"67,09",
26.1.1995,"67,44",
27.1.1995,"67,38",
30.1.1995,"67,35",
31.1.1995,"67,12",
1.2.1995,"67,50",
2.2.1995,"67,20",
3.2.1995,"67,11",
6.2.1995,"67,24",
7.2.1995,"67,29",
8.2.1995,"67,38",
9.2.1995,"67,22",
10.2.1995,"67,20",
13.2.1995,"66,92",
14.2.1995,"66,98",
15.2.1995,"66,63",
16.2.1995,"66,45",
17.2.1995,"65,85",
20.2.1995,"65,69",
21.2.1995,"65,76",
22.2.1995,"65,95",
23.2.1995,"65,81",
24.2.1995,"65,77",
27.2.1995,"65,68",
28.2.1995,"65,85",
1.3.1995,"65,71",
2.3.1995,"65,72",
3.3.1995,"65,32",
6.3.1995,"63,76",
7.3.1995,"63,94",
8.3.1995,"63,02",
9.3.1995,"64,05",
10.3.1995,"64,30",
13.3.1995,"64,47",
14.3.1995,"64,53",
15.3.1995,"64,48",
16.3.1995,"63,98",
17.3.1995,"63,86",
20.3.1995,"64,34",
21.3.1995,"64,11",
22.3.1995,"64,50",
23.3.1995,"64,15",
24.3.1995,"64,22",
27.3.1995,"64,44",
28.3.1995,"63,96",
29.3.1995,"63,33",
30.3.1995,"63,30",
31.3.1995,"63,32",
3.4.1995,"63,06",
4.4.1995,"63,10",
5.4.1995,"62,85",
6.4.1995,"62,92",
7.4.1995,"62,86",
10.4.1995,"63,47",
11.4.1995,"63,91",
12.4.1995,"63,72",
18.4.1995,"62,42",
19.4.1995,"62,51",
21.4.1995,"63,28",
24.4.1995,"62,68",
25.4.1995,"62,72",
26.4.1995,"63,11",
27.4.1995,"62,79",
28.4.1995,"63,09",
2.5.1995,"63,02",
3.5.1995,"62,93",
4.5.1995,"62,97",
5.5.1995,"62,85",
8.5.1995,"62,56",
9.5.1995,"62,75",
10.5.1995,"62,86",
11.5.1995,"63,82",
12.5.1995,"65,02",
15.5.1995,"64,86",
16.5.1995,"65,15",
17.5.1995,"64,69",
18.5.1995,"65,05",
19.5.1995,"64,90",
22.5.1995,"65,19",
23.5.1995,"64,93",
24.5.1995,"65,23",
26.5.1995,"62,86",
29.5.1995,"63,10",
30.5.1995,"63,13",
31.5.1995,"63,00",
1.6.1995,"64,24",
2.6.1995,"63,69",
6.6.1995,"63,80",
7.6.1995,"63,71",
8.6.1995,"63,88",
9.6.1995,"63,47",
12.6.1995,"63,50",
13.6.1995,"63,29",
14.6.1995,"63,47",
15.6.1995,"63,45",
16.6.1995,"63,42",
19.6.1995,"63,19",
20.6.1995,"63,03",
21.6.1995,"63,05",
22.6.1995,"62,69",
23.6.1995,"63,03",
26.6.1995,"62,82",
27.6.1995,"62,85",
28.6.1995,"63,00",
29.6.1995,"63,25",
30.6.1995,"62,85",
3.7.1995,"62,79",
4.7.1995,"62,71",
5.7.1995,"62,84",
6.7.1995,"62,77",
7.7.1995,"62,90",
10.7.1995,"63,17",
11.7.1995,"63,33",
12.7.1995,"63,45",
13.7.1995,"63,67",
14.7.1995,"62,98",
17.7.1995,"63,26",
18.7.1995,"63,12",
19.7.1995,"62,92",
20.7.1995,"62,76",
21.7.1995,"62,98",
24.7.1995,"62,81",
25.7.1995,"62,87",
26.7.1995,"63,13",
27.7.1995,"62,93",
28.7.1995,"62,90",
31.7.1995,"62,78",
1.8.1995,"62,95",
2.8.1995,"62,98",
3.8.1995,"63,20",
4.8.1995,"63,31",
8.8.1995,"63,73",
9.8.1995,"63,71",
10.8.1995,"63,72",
11.8.1995,"64,42",
14.8.1995,"64,60",
15.8.1995,"65,08",
16.8.1995,"65,95",
17.8.1995,"66,37",
18.8.1995,"65,84",
21.8.1995,"65,96",
22.8.1995,"66,25",
23.8.1995,"66,18",
24.8.1995,"66,14",
25.8.1995,"65,96",
28.8.1995,"65,83",
29.8.1995,"65,87",
30.8.1995,"66,02",
31.8.1995,"65,64",
1.9.1995,"65,76",
4.9.1995,"65,51",
5.9.1995,"65,70",
6.9.1995,"66,00",
7.9.1995,"65,99",
8.9.1995,"66,26",
11.9.1995,"65,75",
12.9.1995,"65,99",
13.9.1995,"66,32",
14.9.1995,"66,43",
15.9.1995,"66,54",
18.9.1995,"66,45",
19.9.1995,"66,51",
20.9.1995,"66,33",
21.9.1995,"65,31",
22.9.1995,"64,73",
25.9.1995,"64,79",
26.9.1995,"65,15",
27.9.1995,"65,06",
28.9.1995,"64,67",
29.9.1995,"64,52",
2.10.1995,"64,94",
3.10.1995,"64,86",
4.10.1995,"65,05",
5.10.1995,"65,06",
6.10.1995,"64,76",
9.10.1995,"64,58",
10.10.1995,"64,85",
11.10.1995,"64,80",
12.10.1995,"64,84",
13.10.1995,"64,86",
16.10.1995,"64,76",
17.10.1995,"64,85",
18.10.1995,"64,57",
19.10.1995,"64,73",
20.10.1995,"64,53",
23.10.1995,"64,10",
24.10.1995,"64,06",
25.10.1995,"64,17",
26.10.1995,"64,20",
27.10.1995,"64,15",
30.10.1995,"64,60",
31.10.1995,"64,54",
1.11.1995,"64,53",
2.11.1995,"64,79",
3.11.1995,"64,89",
6.11.1995,"64,56",
7.11.1995,"64,62",
8.11.1995,"64,61",
9.11.1995,"64,77",
10.11.1995,"64,43",
13.11.1995,"64,48",
14.11.1995,"64,78",
15.11.1995,"64,38",
16.11.1995,"64,45",
17.11.1995,"64,44",
20.11.1995,"64,73",
21.11.1995,"64,52",
22.11.1995,"64,45",
23.11.1995,"64,44",
24.11.1995,"64,49",
27.11.1995,"64,72",
28.11.1995,"65,14",
29.11.1995,"65,20",
30.11.1995,"65,19",
1.12.1995,"65,59",
4.12.1995,"65,29",
5.12.1995,"65,26",
6.12.1995,"65,23",
7.12.1995,"65,40",
8.12.1995,"65,52",
11.12.1995,"65,52",
12.12.1995,"65,59",
13.12.1995,"65,71",
14.12.1995,"65,68",
15.12.1995,"65,47",
18.12.1995,"65,39",
19.12.1995,"65,33",
20.12.1995,"65,44",
21.12.1995,"65,41",
22.12.1995,"65,49",
27.12.1995,"65,20",
28.12.1995,"65,17",
29.12.1995,"65,23",
3.1.1996,"65,31",
4.1.1996,"65,64",
5.1.1996,"65,59",
8.1.1996,"65,45",
9.1.1996,"65,55",
10.1.1996,"65,46",
11.1.1996,"65,37",
12.1.1996,"65,57",
15.1.1996,"65,57",
16.1.1996,"65,91",
17.1.1996,"66,10",
18.1.1996,"66,27",
19.1.1996,"66,54",
22.1.1996,"66,70",
23.1.1996,"66,52",
24.1.1996,"66,82",
25.1.1996,"66,68",
26.1.1996,"66,99",
29.1.1996,"67,12",
30.1.1996,"66,95",
31.1.1996,"67,11",
1.2.1996,"67,04",
2.2.1996,"66,91",
5.2.1996,"66,55",
6.2.1996,"66,29",
7.2.1996,"66,48",
8.2.1996,"66,69",
9.2.1996,"66,59",
12.2.1996,"66,52",
13.2.1996,"66,57",
14.2.1996,"66,44",
15.2.1996,"66,30",
16.2.1996,"66,29",
19.2.1996,"65,79",
20.2.1996,"66,00",
21.2.1996,"65,88",
22.2.1996,"65,84",
23.2.1996,"65,92",
26.2.1996,"65,57",
27.2.1996,"65,71",
28.2.1996,"65,80",
29.2.1996,"66,11",
1.3.1996,"66,45",
4.3.1996,"66,30",
5.3.1996,"66,45",
6.3.1996,"66,39",
7.3.1996,"66,53",
8.3.1996,"66,41",
11.3.1996,"66,52",
12.3.1996,"66,54",
13.3.1996,"66,28",
14.3.1996,"66,25",
15.3.1996,"66,25",
18.3.1996,"66,20",
19.3.1996,"66,30",
20.3.1996,"66,09",
21.3.1996,"66,15",
22.3.1996,"66,26",
25.3.1996,"66,22",
26.3.1996,"66,19",
27.3.1996,"66,41",
28.3.1996,"66,45",
29.3.1996,"66,21",
1.4.1996,"66,34",
2.4.1996,"66,31",
3.4.1996,"66,27",
9.4.1996,"66,45",
10.4.1996,"66,73",
11.4.1996,"66,89",
12.4.1996,"66,83",
15.4.1996,"67,05",
16.4.1996,"66,99",
17.4.1996,"67,01",
18.4.1996,"66,90",
19.4.1996,"66,67",
22.4.1996,"66,95",
23.4.1996,"67,01",
24.4.1996,"67,06",
26.4.1996,"67,33",
29.4.1996,"66,93",
30.4.1996,"67,17",
2.5.1996,"67,37",
3.5.1996,"67,22",
6.5.1996,"67,13",
7.5.1996,"67,13",
8.5.1996,"67,13",
9.5.1996,"66,90",
10.5.1996,"66,86",
13.5.1996,"67,24",
14.5.1996,"67,25",
15.5.1996,"67,23",
17.5.1996,"67,28",
20.5.1996,"67,43",
21.5.1996,"67,49",
22.5.1996,"67,62",
23.5.1996,"67,67",
24.5.1996,"67,66",
28.5.1996,"67,80",
29.5.1996,"67,80",
30.5.1996,"67,29",
31.5.1996,"67,37",
3.6.1996,"67,03",
4.6.1996,"67,18",
5.6.1996,"67,26",
6.6.1996,"67,27",
7.6.1996,"67,20",
10.6.1996,"67,48",
11.6.1996,"67,46",
12.6.1996,"67,47",
13.6.1996,"67,41",
14.6.1996,"67,08",
18.6.1996,"66,83",
19.6.1996,"66,88",
20.6.1996,"67,06",
21.6.1996,"67,16",
24.6.1996,"67,37",
25.6.1996,"67,35",
26.6.1996,"67,27",
27.6.1996,"67,17",
28.6.1996,"67,12",
1.7.1996,"67,15",
2.7.1996,"67,22",
3.7.1996,"67,27",
4.7.1996,"67,07",
5.7.1996,"67,24",
8.7.1996,"67,40",
9.7.1996,"67,26",
10.7.1996,"67,27",
11.7.1996,"67,27",
12.7.1996,"67,10",
15.7.1996,"67,27",
16.7.1996,"66,74",
17.7.1996,"66,38",
18.7.1996,"66,52",
19.7.1996,"66,48",
22.7.1996,"66,39",
23.7.1996,"66,16",
24.7.1996,"66,22",
25.7.1996,"66,34",
26.7.1996,"66,13",
29.7.1996,"66,26",
30.7.1996,"66,16",
31.7.1996,"65,90",
1.8.1996,"66,04",
2.8.1996,"66,23",
6.8.1996,"66,38",
7.8.1996,"66,39",
8.8.1996,"66,47",
9.8.1996,"66,27",
12.8.1996,"66,19",
13.8.1996,"66,21",
14.8.1996,"66,37",
15.8.1996,"66,46",
16.8.1996,"66,46",
19.8.1996,"66,47",
20.8.1996,"66,45",
21.8.1996,"66,37",
22.8.1996,"66,33",
23.8.1996,"66,39",
26.8.1996,"66,10",
27.8.1996,"66,04",
28.8.1996,"66,20",
29.8.1996,"66,13",
30.8.1996,"66,20",
2.9.1996,"66,26",
3.9.1996,"66,34",
4.9.1996,"66,29",
5.9.1996,"66,20",
6.9.1996,"66,28",
9.9.1996,"66,45",
10.9.1996,"66,78",
11.9.1996,"67,06",
12.9.1996,"66,97",
13.9.1996,"67,03",
16.9.1996,"67,01",
17.9.1996,"66,95",
18.9.1996,"66,98",
19.9.1996,"66,85",
20.9.1996,"67,02",
23.9.1996,"66,99",
24.9.1996,"66,88",
25.9.1996,"66,70",
26.9.1996,"67,15",
27.9.1996,"67,13",
30.9.1996,"67,27",
1.10.1996,"67,12",
2.10.1996,"67,14",
3.10.1996,"67,28",
4.10.1996,"67,22",
7.10.1996,"67,21",
8.10.1996,"67,06",
9.10.1996,"67,17",
10.10.1996,"67,22",
11.10.1996,"67,12",
14.10.1996,"67,13",
15.10.1996,"67,29",
16.10.1996,"67,35",
17.10.1996,"67,32",
18.10.1996,"67,36",
21.10.1996,"67,36",
22.10.1996,"67,10",
23.10.1996,"66,89",
24.10.1996,"66,79",
25.10.1996,"66,93",
28.10.1996,"66,80",
29.10.1996,"66,57",
30.10.1996,"66,48",
31.10.1996,"66,36",
1.11.1996,"66,48",
4.11.1996,"66,38",
5.11.1996,"66,32",
6.11.1996,"66,61",
7.11.1996,"66,22",
8.11.1996,"66,27",
11.11.1996,"66,16",
12.11.1996,"65,90",
13.11.1996,"66,19",
14.11.1996,"66,13",
15.11.1996,"66,14",
18.11.1996,"66,16",
19.11.1996,"66,09",
20.11.1996,"65,95",
21.11.1996,"65,88",
22.11.1996,"65,91",
25.11.1996,"66,19",
26.11.1996,"66,45",
27.11.1996,"66,49",
28.11.1996,"66,62",
29.11.1996,"66,65",
2.12.1996,"66,76",
3.12.1996,"67,37",
4.12.1996,"67,40",
5.12.1996,"67,43",
6.12.1996,"66,91",
9.12.1996,"67,20",
10.12.1996,"67,19",
11.12.1996,"66,89",
12.12.1996,"66,99",
13.12.1996,"66,93",
16.12.1996,"67,16",
17.12.1996,"66,90",
18.12.1996,"66,93",
19.12.1996,"67,03",
20.12.1996,"67,03",
23.12.1996,"66,93",
24.12.1996,"66,96",
27.12.1996,"66,93",
30.12.1996,"66,95",
31.12.1996,"66,89",
3.1.1997,"66,74",
6.1.1997,"67,24",
7.1.1997,"67,11",
8.1.1997,"67,34",
9.1.1997,"67,46",
10.1.1997,"67,39",
13.1.1997,"67,53",
14.1.1997,"67,77",
15.1.1997,"67,91",
16.1.1997,"67,69",
17.1.1997,"67,99",
20.1.1997,"68,54",
21.1.1997,"68,59",
22.1.1997,"69,11",
23.1.1997,"69,27",
24.1.1997,"69,17",
27.1.1997,"69,28",
28.1.1997,"69,77",
29.1.1997,"69,92",
30.1.1997,"69,58",
31.1.1997,"69,53",
3.2.1997,"69,83",
4.2.1997,"69,66",
5.2.1997,"69,80",
6.2.1997,"69,87",
7.2.1997,"70,13",
10.2.1997,"69,86",
11.2.1997,"70,22",
12.2.1997,"70,41",
13.2.1997,"70,60",
14.2.1997,"70,80",
17.2.1997,"70,94",
18.2.1997,"71,27",
19.2.1997,"70,95",
20.2.1997,"70,90",
21.2.1997,"70,80",
24.2.1997,"70,42",
25.2.1997,"70,40",
26.2.1997,"70,22",
27.2.1997,"70,68",
28.2.1997,"70,75",
3.3.1997,"70,79",
4.3.1997,"71,30",
5.3.1997,"71,46",
6.3.1997,"71,56",
7.3.1997,"71,43",
10.3.1997,"71,38",
11.3.1997,"71,26",
12.3.1997,"71,47",
13.3.1997,"71,12",
14.3.1997,"71,47",
17.3.1997,"71,09",
18.3.1997,"71,12",
19.3.1997,"70,91",
20.3.1997,"70,69",
21.3.1997,"71,03",
24.3.1997,"70,88",
25.3.1997,"70,73",
26.3.1997,"70,90",
1.4.1997,"70,22",
2.4.1997,"70,25",
3.4.1997,"70,38",
4.4.1997,"70,50",
7.4.1997,"71,21",
8.4.1997,"71,45",
9.4.1997,"71,43",
10.4.1997,"71,41",
11.4.1997,"71,52",
14.4.1997,"71,47",
15.4.1997,"71,63",
16.4.1997,"71,50",
17.4.1997,"71,47",
18.4.1997,"71,31",
21.4.1997,"70,94",
22.4.1997,"71,07",
23.4.1997,"71,14",
25.4.1997,"71,26",
28.4.1997,"71,61",
29.4.1997,"71,56",
30.4.1997,"71,48",
2.5.1997,"71,47",
5.5.1997,"71,52",
6.5.1997,"71,45",
7.5.1997,"71,21",
9.5.1997,"70,58",
12.5.1997,"70,34",
13.5.1997,"70,44",
14.5.1997,"70,47",
15.5.1997,"69,93",
16.5.1997,"70,18",
20.5.1997,"69,87",
21.5.1997,"69,61",
22.5.1997,"69,91",
23.5.1997,"70,00",
26.5.1997,"69,79",
27.5.1997,"70,13",
28.5.1997,"70,17",
29.5.1997,"70,27",
30.5.1997,"70,15",
2.6.1997,"70,54",
3.6.1997,"70,57",
4.6.1997,"70,69",
5.6.1997,"70,62",
